﻿Name	HasModBuffClass	HasBuffTypeRef	SuggestedPhase	Confidence	File
AlphaBuff	Y	Y	Unknown	Low	UpgradedResearch.Buffs/AlphaBuff.cs
OmegaBuff	Y	Y	Unknown	Low	UpgradedResearch.Buffs/OmegaBuff.cs
