﻿RegisteredTypeName	ReferenceCount	SampleFiles
ThiefCDBuff	1	FargowiltasSouls.Core.Globals/EModeGlobalNPC.cs
TimeFrozenBuff	16	FargowiltasSouls/FargowiltasSouls.cs|FargowiltasSouls.Content.Bosses.Champions.Cosmos/CosmosChampion.cs|FargowiltasSouls.Content.Bosses.CursedCoffin/CursedCoffin.cs|FargowiltasSouls.Content.Bosses.MutantBoss/MutantBoss.cs|FargowiltasSouls.Content.Bosses.MutantBoss/MutantIllusion.cs
TimeStopCDBuff	3	FargowiltasSouls.Content.Bosses.AbomBoss/AbomBoss.cs|FargowiltasSouls.Content.Bosses.MutantBoss/MutantBoss.cs|FargowiltasSouls.Content.Items.Accessories.Enchantments/StardustEffect.cs
TitaniumCDBuff	1	FargowiltasSouls.Core.ModPlayers/FargoSoulsPlayer.cs
TitaniumDRBuff	2	FargowiltasSouls.Content.Items.Accessories.Enchantments/TitaniumEffect.cs|FargowiltasSouls.Core.ModPlayers/FargoSoulsPlayer.cs
TouhouHoardBuff	1	FargowiltasSouls.Content.Patreon.Tiger/TouhouStaff.cs
TribalCharmClickBuff	1	FargowiltasSouls.Content.Items.Accessories.Masomode/TribalCharm.cs
TrojanSquirrelMountBuff	1	FargowiltasSouls.Content.Items.Mounts/TrojanSquirrelMount.cs
TrueEyesBuff	1	FargowiltasSouls.Content.Items.Accessories.Masomode/MasoTrueEyeMinion.cs
TwinsEXBuff	1	FargowiltasSouls.Content.Items.Weapons.SwarmDrops/OpticStaffEX.cs
TwinsInstallBuff	1	FargowiltasSouls.Core.ModPlayers/FargoSoulsPlayer.cs
UnluckyBuff	11	FargowiltasSouls.Content.Buffs.Masomode/SadismBuff.cs|FargowiltasSouls.Content.Items.Accessories.Masomode/SinisterIcon.cs|FargowiltasSouls.Content.Items.Accessories.Souls/MasochistSoul.cs|FargowiltasSouls.Content.NPCs.EternityModeNPCs.VanillaEnemies/Gnome.cs|FargowiltasSouls.Content.NPCs.EternityModeNPCs.VanillaEnemies.BloodMoon/ChatteringTeethBomb.cs
UnstableBuff	10	FargowiltasSouls/FargowiltasSouls.cs|FargowiltasSouls.Content.Buffs.Masomode/MutantNibbleBuff.cs|FargowiltasSouls.Content.Buffs.Masomode/SadismBuff.cs|FargowiltasSouls.Content.Items.Accessories.Masomode/GalacticGlobe.cs|FargowiltasSouls.Content.Items.Accessories.Masomode/HeartoftheMasochist.cs
VortexBuff	1	FargowiltasSouls.Content.Items.Misc/VortexBooster.cs
